OperatingDay,IrsId,RemoteId,Line,Direction,StopLat,StopLon,IrsStopCode,ArrivalTime,Duration,ScheduledArrivalTime,ScheduledDepartureTime,IsTimingPoint,DepartureTime
2019-09-02,43-490--T5-164,26566,490,1,-37.713330,144.888733,18768,2019-09-01T19:54:56Z,37,,2019-09-01T19:55:00Z,True,2019-09-01T19:55:33Z
2019-09-02,43-490--T5-164,26566,490,1,-37.712753,144.889600,6831,2019-09-01T19:55:43Z,38,2019-09-01T19:55:00Z,2019-09-01T19:55:00Z,False,2019-09-01T19:56:22Z
2019-09-02,43-490--T5-164,26566,490,1,-37.709430,144.888977,40866,2019-09-01T19:58:33Z,8,2019-09-01T19:58:00Z,2019-09-01T19:58:00Z,False,2019-09-01T19:58:42Z
2019-09-02,43-490--T5-164,26566,490,1,-37.709053,144.892929,40868,2019-09-01T19:59:16Z,8,2019-09-01T19:59:00Z,2019-09-01T19:59:00Z,False,2019-09-01T19:59:24Z
2019-09-02,43-490--T5-164,26566,490,1,-37.706986,144.894684,41032,2019-09-01T19:59:46Z,0,2019-09-01T20:00:00Z,,True,2019-09-01T19:59:46Z
2019-09-02,43-490--T5-143,26566,490,2,-37.706986,144.894684,41032,2019-09-01T19:59:56Z,17,,2019-09-01T20:00:00Z,True,2019-09-01T20:00:13Z
2019-09-02,43-490--T5-143,26566,490,2,-37.702717,144.895462,40871,2019-09-01T20:01:05Z,52,2019-09-01T20:02:00Z,2019-09-01T20:02:00Z,False,2019-09-01T20:01:58Z
2019-09-02,43-490--T5-143,26566,490,2,-37.700512,144.898239,40872,2019-09-01T20:02:32Z,13,2019-09-01T20:03:00Z,2019-09-01T20:03:00Z,False,2019-09-01T20:02:45Z
2019-09-02,43-490--T5-143,26566,490,2,-37.703968,144.898010,40877,2019-09-01T20:03:19Z,11,2019-09-01T20:06:00Z,2019-09-01T20:06:00Z,False,2019-09-01T20:03:31Z
2019-09-02,43-490--T5-143,26566,490,2,-37.706966,144.894836,40869,2019-09-01T20:04:24Z,9,2019-09-01T20:12:00Z,2019-09-01T20:12:00Z,False,2019-09-01T20:04:34Z
2019-09-02,43-490--T5-143,26566,490,2,-37.709180,144.892975,40884,2019-09-01T20:05:00Z,9,2019-09-01T20:12:00Z,2019-09-01T20:12:00Z,False,2019-09-01T20:05:09Z
2019-09-02,43-490--T5-143,26566,490,2,-37.709423,144.888962,40885,2019-09-01T20:05:43Z,8,2019-09-01T20:13:00Z,2019-09-01T20:13:00Z,False,2019-09-01T20:05:52Z
