OperatingDay,IrsId,RemoteId,Line,Direction,StopLat,StopLon,IrsStopCode,ArrivalTime,Duration,ScheduledArrivalTime,ScheduledDepartureTime,IsTimingPoint,DepartureTime
2019-09-02,53-403--TL-13,26239,403,1,-37.802040,144.960358,51570,2019-09-02T03:36:12Z,6,,2019-09-02T03:36:00Z,True,2019-09-02T03:36:18Z
2019-09-02,53-403--TL-13,26239,403,1,-37.801100,144.902161,48026,2019-09-02T03:52:58Z,0,2019-09-02T03:52:00Z,,True,2019-09-02T03:52:58Z
2019-09-02,53-403--TL-32,26239,403,2,-37.801100,144.902161,48026,2019-09-02T03:53:14Z,53,,2019-09-02T03:53:00Z,True,2019-09-02T03:54:07Z
2019-09-02,53-403--TL-32,26239,403,2,-37.799484,144.955750,7587,2019-09-02T04:12:30Z,53,2019-09-02T04:08:00Z,2019-09-02T04:08:00Z,True,2019-09-02T04:13:24Z
2019-09-02,53-403--TL-32,26239,403,2,-37.802040,144.960358,51570,2019-09-02T04:15:32Z,0,2019-09-02T04:13:00Z,,True,2019-09-02T04:15:32Z
2019-09-02,53-403--TL-15,26239,403,1,-37.802040,144.960358,51570,2019-09-02T04:15:51Z,42,,2019-09-02T04:14:00Z,True,2019-09-02T04:16:33Z
2019-09-02,53-403--TL-15,26239,403,1,-37.801100,144.902161,48026,2019-09-02T04:30:40Z,0,2019-09-02T04:30:00Z,,True,2019-09-02T04:30:40Z
2019-09-02,53-403--TL-34,26239,403,2,-37.801100,144.902161,48026,2019-09-02T04:30:53Z,117,,2019-09-02T04:32:00Z,True,2019-09-02T04:32:50Z
2019-09-02,53-403--TL-34,26239,403,2,-37.799484,144.955750,7587,2019-09-02T04:53:08Z,47,2019-09-02T04:47:00Z,2019-09-02T04:47:00Z,True,2019-09-02T04:53:55Z
2019-09-02,53-403--TL-34,26239,403,2,-37.802040,144.960358,51570,2019-09-02T04:55:08Z,0,2019-09-02T04:52:00Z,,True,2019-09-02T04:55:08Z
2019-09-02,53-403--TL-17,26239,403,1,-37.802040,144.960358,51570,2019-09-02T04:55:24Z,36,,2019-09-02T04:53:00Z,True,2019-09-02T04:56:00Z
2019-09-02,53-403--TL-17,26239,403,1,-37.801100,144.902161,48026,2019-09-02T05:15:37Z,0,2019-09-02T05:09:00Z,,True,2019-09-02T05:15:37Z
2019-09-02,53-403--TL-19,25921,403,2,-37.801100,144.902161,48026,2019-09-01T23:24:49Z,115,,2019-09-01T23:26:00Z,True,2019-09-01T23:26:44Z
2019-09-02,53-403--TL-19,25921,403,2,-37.799484,144.955750,7587,2019-09-01T23:39:08Z,106,2019-09-01T23:41:00Z,2019-09-01T23:41:00Z,True,2019-09-01T23:40:54Z
2019-09-02,53-403--TL-19,25921,403,2,-37.802040,144.960358,51570,2019-09-01T23:44:27Z,0,2019-09-01T23:46:00Z,,True,2019-09-01T23:44:27Z
2019-09-02,53-403--TL-2,25921,403,1,-37.802040,144.960358,51570,2019-09-01T23:46:28Z,33,,2019-09-01T23:47:00Z,True,2019-09-01T23:47:01Z
2019-09-02,53-403--TL-2,25921,403,1,-37.801100,144.902161,48026,2019-09-01T23:58:33Z,0,2019-09-02T00:03:00Z,,True,2019-09-01T23:58:33Z
2019-09-02,53-403--TL-21,25921,403,2,-37.801100,144.902161,48026,2019-09-02T00:05:25Z,38,,2019-09-02T00:06:00Z,True,2019-09-02T00:06:03Z
2019-09-02,53-403--TL-21,25921,403,2,-37.799484,144.955750,7587,2019-09-02T00:19:53Z,67,2019-09-02T00:21:00Z,2019-09-02T00:21:00Z,True,2019-09-02T00:21:00Z
2019-09-02,53-403--TL-21,25921,403,2,-37.802040,144.960358,51570,2019-09-02T00:24:47Z,0,2019-09-02T00:26:00Z,,True,2019-09-02T00:24:47Z
2019-09-02,53-403--TL-4,25921,403,1,-37.802040,144.960358,51570,2019-09-02T00:26:08Z,50,,2019-09-02T00:27:00Z,True,2019-09-02T00:26:58Z
2019-09-02,53-403--TL-4,25921,403,1,-37.801100,144.902161,48026,2019-09-02T00:37:42Z,0,2019-09-02T00:43:00Z,,True,2019-09-02T00:37:42Z
2019-09-02,53-403--TL-23,25921,403,2,-37.801100,144.902161,48026,2019-09-02T00:42:27Z,54,,2019-09-02T00:43:00Z,True,2019-09-02T00:43:21Z
2019-09-02,53-403--TL-23,25921,403,2,-37.799484,144.955750,7587,2019-09-02T00:56:21Z,88,2019-09-02T00:58:00Z,2019-09-02T00:58:00Z,True,2019-09-02T00:57:50Z
2019-09-02,53-403--TL-23,25921,403,2,-37.802040,144.960358,51570,2019-09-02T00:59:41Z,0,2019-09-02T01:03:00Z,,True,2019-09-02T00:59:41Z
2019-09-02,53-403--TL-6,25921,403,1,-37.802040,144.960358,51570,2019-09-02T01:03:07Z,54,,2019-09-02T01:04:00Z,True,2019-09-02T01:04:01Z
2019-09-02,53-403--TL-6,25921,403,1,-37.801100,144.902161,48026,2019-09-02T01:14:34Z,0,2019-09-02T01:20:00Z,,True,2019-09-02T01:14:34Z
2019-09-02,53-403--TL-25,25921,403,2,-37.801100,144.902161,48026,2019-09-02T01:28:06Z,71,,2019-09-02T01:29:00Z,True,2019-09-02T01:29:17Z
2019-09-02,53-403--TL-25,25921,403,2,-37.799484,144.955750,7587,2019-09-02T01:44:32Z,39,2019-09-02T01:44:00Z,2019-09-02T01:44:00Z,True,2019-09-02T01:45:12Z
2019-09-02,53-403--TL-25,25921,403,2,-37.802040,144.960358,51570,2019-09-02T01:47:07Z,0,2019-09-02T01:49:00Z,,True,2019-09-02T01:47:07Z
2019-09-02,53-403--TL-8,25921,403,1,-37.802040,144.960358,51570,2019-09-02T01:47:26Z,164,,2019-09-02T01:50:00Z,True,2019-09-02T01:50:10Z
2019-09-02,53-403--TL-8,25921,403,1,-37.801100,144.902161,48026,2019-09-02T02:04:51Z,0,2019-09-02T02:06:00Z,,True,2019-09-02T02:04:51Z
